-3.300741843567780620e+01,5.837379952973343888e-01,1.318389841742373392e-16,-1.748140458885111825e-01,0.000000000000000000e+00,-1.876256040168611250e-01,1.422473250300981817e-16,-5.551115123125782702e-17,-1.593567393300260315e-01,9.703075344144185266e-02,0.000000000000000000e+00,-5.551115123125782702e-17,0.000000000000000000e+00,-2.296380477994930391e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.828470266304254133e-01,-4.440892098500626162e-16,-2.513276480533689350e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.808881721811875121e-03,4.804223177547561896e-02,-2.220446049250313081e-16
5.837379952973342778e-01,-7.822234352705546456e+00,-1.387778780781445676e-16,2.573014951898754399e-01,0.000000000000000000e+00,1.002425876170560226e+00,-6.938893903907228378e-18,2.220446049250313081e-16,6.581191514491440131e-01,-1.161189293430048286e-02,0.000000000000000000e+00,6.383782391594650107e-16,0.000000000000000000e+00,6.736766032680708838e-01,0.000000000000000000e+00,4.440892098500626162e-16,1.094892371456846814e+00,4.440892098500626162e-16,5.546515102513989159e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.210126837077152295e-02,-1.496361266325296757e-01,9.992007221626408864e-16
-2.005774019098183203e-17,-1.595945597898662527e-16,-6.624218654791624417e+00,1.717376241217039023e-16,0.000000000000000000e+00,3.122502256758252770e-16,-1.257137570693017237e+00,-7.019969804684942360e-01,2.012279232133096230e-16,0.000000000000000000e+00,0.000000000000000000e+00,1.402000481242156926e+00,0.000000000000000000e+00,-1.110223024625156540e-16,0.000000000000000000e+00,9.674184841320276895e-02,-1.054711873393898713e-15,-5.572587167793769947e-01,1.110223024625156540e-16,0.000000000000000000e+00,0.000000000000000000e+00,-2.775557561562891351e-16,-2.220446049250313081e-16,-4.121286238363616183e-01
-1.748140458885112658e-01,2.573014951898753844e-01,1.491862189340054101e-16,-6.885844603318243884e+00,0.000000000000000000e+00,5.845213369062197684e-01,-4.510281037539698445e-16,2.775557561562891351e-17,6.254304434163678872e-01,1.763574389908824314e+00,0.000000000000000000e+00,-4.163336342344337027e-16,0.000000000000000000e+00,-5.202722576394624987e-01,0.000000000000000000e+00,3.330669073875469621e-16,-4.358315082351134628e-01,-3.330669073875469621e-16,3.385562837216723464e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.209200638757427226e-01,-2.608159919205791377e-01,-6.106226635438360972e-16
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.080086093256911184e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.130207544396312880e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.612507104626592636e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.353836587830197224e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.876256040168598482e-01,1.002425876170560670e+00,3.295974604355933479e-16,5.845213369062192132e-01,0.000000000000000000e+00,-3.380032724250744192e+00,1.264613413987092372e-15,-1.873501354054951662e-15,-1.003385561172499330e+00,-5.129135904208304009e-01,0.000000000000000000e+00,-9.714451465470119729e-17,0.000000000000000000e+00,-4.140729350771598649e-01,0.000000000000000000e+00,-1.665334536937734811e-16,-7.301535327871520042e-01,-6.106226635438360972e-16,-6.006631953007568470e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.136809921901744458e-02,8.694092029127914456e-02,-1.609823385706476984e-15
7.128629284092191654e-17,5.273559366969493567e-16,-1.257137570693016126e+00,-9.887923813067800438e-17,0.000000000000000000e+00,4.163336342344337027e-16,-3.155919857596061640e+00,-1.046978479078393587e+00,-6.245004513516505540e-16,-6.106226635438360972e-16,0.000000000000000000e+00,1.141555514676419136e+00,0.000000000000000000e+00,8.881784197001252323e-16,0.000000000000000000e+00,7.954292740174084830e-02,-1.526556658859590243e-15,-5.399206614469519439e-01,1.776356839400250465e-15,0.000000000000000000e+00,0.000000000000000000e+00,-1.276756478318930021e-15,-1.887379141862766119e-15,-1.510514274494715870e-01
-5.583641188300347835e-17,1.075528555105620399e-16,-7.019969804684940140e-01,-3.816391647148975608e-17,0.000000000000000000e+00,-3.295974604355933479e-16,-1.046978479078392477e+00,-4.066933412296941164e+00,1.033895191682177028e-15,1.665334536937734811e-16,0.000000000000000000e+00,3.950011188467066336e-01,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,6.740785707244301150e-02,1.276756478318930021e-15,-1.306901235435586894e+00,-1.110223024625156540e-15,0.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-16,1.110223024625156540e-15,4.895193107050199721e-02
-1.593567393300271418e-01,6.581191514491446792e-01,3.513899241025519871e-16,6.254304434163683313e-01,0.000000000000000000e+00,-1.003385561172501994e+00,-1.825254357379346715e-15,2.463307335887066074e-16,-3.971229915891767437e+00,-4.031540004171738079e-01,0.000000000000000000e+00,-9.293781022545744008e-16,0.000000000000000000e+00,9.570344078520069686e-02,0.000000000000000000e+00,-9.575673587391975161e-16,-1.079787199846577936e-02,-1.561251128379126385e-17,-1.298584701063448366e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.843215023999916546e-01,1.576685604996951873e-01,-8.847089727481716182e-17
9.703075344144329595e-02,-1.161189293430283168e-02,-1.734723475976807094e-16,1.763574389908824980e+00,0.000000000000000000e+00,-5.129135904208307339e-01,-1.110223024625156540e-15,1.304512053934558935e-15,-4.031540004171745850e-01,-4.832149256769566747e+00,0.000000000000000000e+00,-1.665334536937734811e-16,0.000000000000000000e+00,1.970934735712805974e-01,0.000000000000000000e+00,4.440892098500626162e-16,3.272907225187936531e-01,-1.110223024625156540e-16,-6.951610947603809043e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.363297970914446378e-03,8.538042296904676531e-01,5.551115123125782702e-16
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.130207544396313768e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.334598851889549742e+00,0.000000000000000000e+00,-1.110223024625156540e-16,0.000000000000000000e+00,-1.393823931525184356e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.045515266664828746e-02,-5.551115123125782702e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.807677050922774420e-16,7.498342224909748666e-16,1.402000481242155816e+00,-4.086357988097866212e-16,0.000000000000000000e+00,-9.055256544598933033e-16,1.141555514676420025e+00,3.950011188467070777e-01,-3.473783760643556207e-16,1.099814683769295698e-15,0.000000000000000000e+00,-4.299780471038332053e+00,0.000000000000000000e+00,6.453171330633722391e-16,0.000000000000000000e+00,-4.059142652425540981e-02,1.212571709707788159e-15,1.104339551632277816e+00,-1.249000902703301108e-16,0.000000000000000000e+00,0.000000000000000000e+00,-1.040834085586084257e-17,9.783840404509192012e-16,1.149381599546466459e+00
