-2.781291024512530186e+01,5.364198668589281738e-15,4.712035913472384374e-01,1.436351038108796274e-15,-2.564848015589943908e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.114142194642454342e-13,2.210111299327491285e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.221031946886789621e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.198241588757809950e-14,2.364775042451583431e-13,-1.784254482964769540e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.539802064909592353e-30,-5.164190679998004185e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.996802888650563546e-14
-2.377438523826214123e-15,-2.781391693699691103e+01,-2.428612866367529932e-15,4.963573908638707066e-01,-5.107025913275720086e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.673351802139026789e-01,-5.934142066621461709e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.260103132949552673e-14,0.000000000000000000e+00,0.000000000000000000e+00,-8.738459332971187932e-02,-3.776832468238324747e-01,1.535929130648820593e-30,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.964745865404465830e-17,3.486100297322991537e-14,0.000000000000000000e+00,0.000000000000000000e+00,6.614004495207748135e-02
4.712035913472381043e-01,-2.774256518955908746e-15,-9.974277205303597071e+00,-1.540434446667404700e-15,-9.474343202506364525e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.667688540711424139e-14,7.755453793741480251e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.748732088528562212e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.218847493575594854e-15,-7.238654120556020644e-14,-7.648663754665656234e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.377425096225751082e-30,-5.366010781827057485e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.287858708565181587e-14
1.406698108691317728e-15,4.963573908638707621e-01,-1.703498453409224567e-15,-7.662833544168323741e+00,-1.221245327087672194e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.146739922209381923e+00,1.645905634006794571e-14,0.000000000000000000e+00,0.000000000000000000e+00,2.914335439641035919e-15,0.000000000000000000e+00,0.000000000000000000e+00,7.149089902807612695e-01,1.040395475287969829e+00,-1.190224705631311757e-31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.523023250267813499e-18,-4.773959005888173124e-15,0.000000000000000000e+00,0.000000000000000000e+00,2.381932333894118958e-01
-2.564848015589942798e-01,-4.754226526348936943e-15,-9.474343202506370076e-01,-7.147060721024445229e-16,-7.846997788794996431e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.635980405647387670e-15,1.337226200378204055e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.172215459222403666e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.938094626069869264e-15,-4.218847493575594854e-15,2.016457650632856388e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.468157470978387179e-32,-2.409547457440118778e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.465494392505206633e-14
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.039179479686087149e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.534839501805890905e-16,0.000000000000000000e+00,0.000000000000000000e+00,-1.898523817661956326e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.026157019940910686e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000634442459382711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.440892098500626162e-16,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.039179479686080043e+00,-1.595945597898662527e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.898523817661959212e+00,0.000000000000000000e+00,-3.885780586188047891e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000634442459367168e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.440892098500626162e-16,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665334536937734811e-16,-6.913445536527073720e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.326672684688674053e-17,0.000000000000000000e+00,2.198387744625762696e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.563047182297958138e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.551115123125782702e-17,0.000000000000000000e+00,0.000000000000000000e+00,-6.913445536527083490e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.608224830031758756e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.198387744625760032e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.661338147750939243e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.563047182297975901e-01,0.000000000000000000e+00
2.109353273646585869e-13,2.673351802139006250e-01,-5.119515922302753097e-14,-1.146739922209381035e+00,4.149458554536522570e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.541047091284054815e+00,1.804112415015879378e-14,0.000000000000000000e+00,0.000000000000000000e+00,3.774758283725532237e-15,0.000000000000000000e+00,0.000000000000000000e+00,-9.634008566096619042e-01,1.408354924623223647e+00,-3.173932548350164686e-31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.343143220732215821e-17,-2.420286193682841258e-14,0.000000000000000000e+00,0.000000000000000000e+00,3.843022596903722388e-02
