-4.991044787507932767e+01,9.117363500307053004e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.316578449770054782e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.086059841963156375e-16,-2.746057000485718231e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.250495569739102697e-01,-2.819025419952113493e-16,-2.705181002991623338e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.117363500307053004e-01,-1.110827606086117925e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.138818894805190718e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.725746616899396121e-15,1.137320038597835143e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.250718593655626876e+00,1.033089543846114293e-15,-1.529759398786390886e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.006104439831095654e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274582861161042580e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.739141680427180425e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.006104439831095831e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274582861161032366e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.739141680427178205e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.006104439831095831e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274582861161036362e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.739141680427180869e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.316578449770052284e-01,1.138818894805190940e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.666590234001379844e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.309385861649558814e-16,-4.230506031464224362e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.468411243570611147e+00,2.109015260780123795e-16,-5.594416868725866539e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.274582861161043246e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.004915234031595883e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.368757399210148717e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274582861161031921e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.004915234031590554e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.368757399210140502e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274582861161036584e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.004915234031591886e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.368757399210142944e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.086059841963138625e-16,1.725746616899395529e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.309385861649548953e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.503297634991541010e+00,3.952599542617431863e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.872418044664346311e-16,-1.344005040382607374e+00,3.878923745983402227e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
